transaction_id,amount,transaction_type,account_age_days,transactions_last_24h,device_changed,international,transaction_hour,previous_fraud_count,is_fraud
2004,109.08,PAYMENT,2724,3,0,0,7,0,0
2005,22.34,CASH_IN,2182,4,0,0,19,0,0
2006,183.7,PAYMENT,2004,3,0,0,20,0,0
2007,148.59,CASH_IN,1430,2,0,0,7,0,0
2008,65.56,CASH_OUT,219,1,0,0,12,2,0
2009,286.93,TRANSFER,1248,6,0,0,6,0,0
2010,379.01,PAYMENT,1629,2,0,1,4,0,0
2011,29.74,DEBIT,406,4,0,0,20,0,0
2012,69.22,PAYMENT,2760,3,0,0,10,0,1
2013,68.78,CASH_OUT,1071,4,0,0,21,0,0
2014,57.98,CASH_OUT,288,2,0,0,12,0,0
2015,340.18,TRANSFER,856,3,0,0,3,0,0
2016,122.26,PAYMENT,2449,2,0,0,4,0,0
2017,113.92,TRANSFER,1755,8,0,0,6,0,0
2018,20.01,CASH_IN,1860,4,0,0,6,1,0
2019,280.18,CASH_IN,2909,3,0,0,0,0,1
2020,42.98,DEBIT,2670,3,0,1,14,0,0
2021,157.58,PAYMENT,2137,5,1,0,13,0,0
2022,195.86,PAYMENT,2182,0,0,0,3,1,0
2023,578.63,PAYMENT,1479,2,0,0,2,0,0
2024,40.09,DEBIT,2954,4,0,0,14,0,0
2025,7.25,PAYMENT,1820,3,0,0,19,0,0
2026,178.37,TRANSFER,673,2,0,0,22,0,0
2027,898.31,DEBIT,1530,0,0,0,22,1,0
2028,512.32,TRANSFER,2344,2,0,0,22,0,1
2029,183.03,TRANSFER,985,2,0,0,8,1,1
2030,90.77,PAYMENT,1587,3,0,0,14,0,0
2031,332.66,TRANSFER,1746,4,0,0,9,0,0
2032,56.06,DEBIT,1202,4,0,0,15,1,0
2033,238.97,TRANSFER,2357,3,0,0,22,0,0
2034,246.03,PAYMENT,554,2,1,0,15,0,1
2035,428.47,PAYMENT,2941,5,0,1,20,1,1
2036,2344.11,PAYMENT,2103,4,0,0,17,0,0
2037,219.73,TRANSFER,2629,2,1,0,14,0,0
2038,89.21,PAYMENT,1335,1,1,1,22,1,0
2039,144.67,CASH_OUT,1537,2,0,0,8,0,0
2040,25.3,TRANSFER,1994,3,0,0,6,0,0
2041,74.09,CASH_OUT,827,3,0,0,13,0,0
2042,98.57,PAYMENT,2188,3,0,0,10,0,0
2043,87.87,CASH_OUT,451,7,0,0,23,1,0
2044,172.84,TRANSFER,934,2,0,0,4,0,1
2045,65.21,PAYMENT,755,1,0,0,20,0,0
2046,455.33,DEBIT,1493,3,0,0,14,0,0
2047,148.44,PAYMENT,2371,1,0,0,11,1,0
2048,147.04,TRANSFER,1202,3,0,0,9,0,0
2049,106.92,PAYMENT,1193,1,0,0,12,0,0
2050,173.33,TRANSFER,2881,2,0,0,11,1,0
2051,338.69,TRANSFER,1175,2,0,0,13,0,0
2052,62.36,PAYMENT,413,4,0,0,10,1,0
2053,76.85,CASH_OUT,2016,2,0,0,18,1,0
2054,109.54,CASH_OUT,2360,2,0,0,1,0,0
2055,38.63,CASH_OUT,2841,4,0,0,18,0,0
2056,65.41,PAYMENT,1500,4,1,1,3,0,0
2057,92.18,PAYMENT,996,4,0,0,0,0,0
2058,355.81,CASH_OUT,2271,4,0,0,20,0,0
2059,192.98,PAYMENT,871,4,1,0,20,2,1
2060,180.11,CASH_OUT,1646,1,0,0,5,0,0
2061,347.55,PAYMENT,648,3,0,0,13,0,0
2062,129.36,PAYMENT,1049,3,1,0,17,2,0
2063,219.31,CASH_IN,1983,0,0,0,5,0,0
2064,133.86,CASH_OUT,235,3,0,0,9,0,0
2065,193.52,CASH_OUT,668,4,1,0,15,0,1
2066,82.87,CASH_IN,93,3,0,0,15,1,0
2067,12.95,CASH_OUT,1488,4,0,0,22,0,1
2068,129.76,TRANSFER,1741,4,0,0,20,0,0
2069,615.69,DEBIT,257,4,0,0,17,1,1
2070,374.73,CASH_OUT,731,1,0,1,20,0,0
2071,389.71,CASH_OUT,424,5,0,0,5,0,0
2072,510.88,TRANSFER,1266,2,0,0,20,0,0
2073,162.17,DEBIT,2810,7,1,0,7,0,0
2074,180.79,PAYMENT,1889,1,0,0,9,1,0
2075,80.03,PAYMENT,1727,2,0,0,6,0,0
2076,108.19,PAYMENT,2375,2,1,0,8,0,0
2077,274.73,PAYMENT,1478,1,0,0,0,0,0
2078,494.67,PAYMENT,1050,3,0,0,12,0,0
2079,129.1,CASH_IN,2838,5,0,0,18,0,0
2080,94.61,CASH_OUT,2779,1,0,0,19,0,1
2081,148.49,PAYMENT,2601,4,0,0,22,0,0
2082,270.75,CASH_OUT,582,4,0,0,16,1,0
2083,35.03,TRANSFER,1451,3,0,1,1,0,0
2084,14.94,TRANSFER,1313,3,0,0,23,0,0
2085,85.58,PAYMENT,2203,1,0,0,22,0,0
2086,43.78,CASH_IN,2303,2,0,0,13,0,0
2087,89.29,PAYMENT,2799,4,0,0,15,0,0
2088,128.02,PAYMENT,362,1,0,1,12,0,0
2089,94.33,PAYMENT,359,5,0,0,6,0,0
2090,634.27,CASH_OUT,2987,5,0,0,4,0,0
2091,205.77,CASH_OUT,1318,2,0,0,8,0,0
2092,200.43,PAYMENT,2248,1,1,0,13,0,0
2093,276.5,PAYMENT,2993,5,0,0,5,2,0
2094,47.52,CASH_OUT,2078,1,0,0,0,0,0
2095,419.52,CASH_OUT,905,0,0,0,20,0,0
2096,137.58,PAYMENT,2938,1,0,1,2,0,0
2097,290.17,CASH_IN,1774,7,0,0,4,0,0
2098,50.81,DEBIT,2318,2,0,0,13,1,0
2099,31.38,PAYMENT,613,2,0,0,0,1,0
2100,336.26,TRANSFER,630,5,0,0,12,0,0
2101,216.24,PAYMENT,2097,2,0,0,9,0,0
2102,60.22,CASH_OUT,1368,6,0,0,1,0,1
2103,62.2,TRANSFER,2550,4,0,1,8,0,0
2104,457.34,PAYMENT,2034,4,0,0,5,0,0
2105,45.18,CASH_OUT,2218,3,1,0,2,0,1
2106,767.14,CASH_IN,716,4,1,0,3,0,0
2107,60.3,PAYMENT,2127,5,1,0,9,0,0
2108,281.01,PAYMENT,1659,1,0,0,3,0,0
2109,106.85,PAYMENT,1514,3,0,0,1,3,0
2110,271.29,CASH_OUT,1733,2,0,0,17,0,0
2111,86.13,CASH_OUT,420,0,1,0,14,2,1
2112,126.12,TRANSFER,1108,0,1,0,9,0,0
2113,154.61,TRANSFER,519,2,0,1,2,1,0
2114,54.48,CASH_OUT,1385,2,0,0,14,0,0
2115,311.32,TRANSFER,1951,4,0,0,5,0,0
2116,88.84,CASH_OUT,299,3,1,0,9,0,0
2117,118.08,TRANSFER,391,2,0,0,11,2,1
2118,54.91,CASH_IN,174,2,0,0,9,0,0
2119,11.45,PAYMENT,618,5,0,0,19,0,0
2120,122.61,PAYMENT,1182,3,0,0,0,3,0
2121,1656.75,PAYMENT,404,1,0,0,22,1,1
2122,325.25,CASH_IN,1676,3,0,0,22,0,0
2123,145.58,TRANSFER,2615,2,0,0,1,0,1
2124,114.1,PAYMENT,1681,3,0,0,15,0,0
2125,151.79,DEBIT,1227,3,0,0,7,0,0
2126,256.5,DEBIT,347,2,1,0,12,0,0
2127,45.57,DEBIT,614,2,0,0,2,0,1
2128,452.29,PAYMENT,2640,2,0,0,9,0,0
2129,303.5,CASH_IN,1780,4,0,0,18,0,0
2130,304.35,PAYMENT,2630,2,1,1,18,1,0
2131,230.09,PAYMENT,340,3,1,0,23,0,1
2132,151.35,PAYMENT,123,1,0,1,5,0,0
2133,290.87,TRANSFER,218,3,0,0,5,0,0
2134,268.22,PAYMENT,676,5,1,0,3,0,0
2135,104.16,TRANSFER,1771,2,0,0,0,1,1
2136,83.63,CASH_IN,2281,1,0,0,15,0,0
2137,164.33,PAYMENT,1544,3,0,0,12,0,0
2138,698.56,PAYMENT,1721,3,0,0,1,0,0
2139,42.99,PAYMENT,2131,5,0,0,23,0,0
2140,34.21,DEBIT,1001,4,0,0,2,1,0
2141,175.0,PAYMENT,123,2,0,1,0,0,1
2142,156.16,TRANSFER,2391,3,0,0,13,0,0
2143,176.5,PAYMENT,1996,3,0,0,22,0,0
2144,189.42,CASH_IN,389,3,1,0,14,0,0
2145,118.72,PAYMENT,2245,2,0,0,15,0,0
2146,658.43,TRANSFER,1011,4,0,0,7,0,0
2147,29.94,TRANSFER,1839,3,0,0,21,0,0
2148,64.81,CASH_IN,427,4,1,0,11,0,0
2149,133.85,PAYMENT,566,5,0,0,17,1,0
2150,28.7,CASH_OUT,423,3,1,0,4,1,0
2151,124.48,PAYMENT,1409,3,0,0,12,0,0
2152,781.7,DEBIT,77,1,0,0,2,0,0
2153,151.55,TRANSFER,1485,3,0,0,10,0,1
2154,186.92,CASH_OUT,2778,4,0,0,6,0,0
2155,42.09,TRANSFER,2130,8,0,0,6,0,0
2156,80.13,PAYMENT,2318,4,0,0,6,0,0
2157,101.98,PAYMENT,2982,3,0,0,11,0,0
2158,108.02,CASH_OUT,1239,5,0,0,15,0,0
2159,534.67,DEBIT,1194,5,1,0,13,0,1
2160,259.22,PAYMENT,990,1,0,0,20,0,0
2161,48.84,CASH_IN,2052,1,0,0,8,0,1
2162,189.9,PAYMENT,1110,4,0,0,15,0,0
2163,244.26,DEBIT,479,5,0,0,1,0,0
2164,464.12,PAYMENT,1159,1,0,0,20,0,0
2165,720.93,PAYMENT,462,6,0,0,10,2,0
2166,53.78,TRANSFER,1733,5,0,0,11,0,0
2167,65.97,CASH_OUT,876,2,0,0,23,1,1
2168,42.2,CASH_OUT,1811,4,0,0,0,2,0
2169,117.45,TRANSFER,1779,2,0,0,3,0,0
2170,236.6,TRANSFER,1567,3,0,1,18,1,1
2171,398.35,PAYMENT,2003,3,0,0,21,0,0
2172,137.56,PAYMENT,1452,1,0,0,2,0,0
2173,107.79,PAYMENT,2943,5,0,0,16,0,0
2174,172.73,TRANSFER,2259,3,0,0,23,0,0
2175,64.38,TRANSFER,1355,2,0,0,18,0,0
2176,1199.35,CASH_OUT,212,5,0,1,16,0,1
2177,29.74,CASH_OUT,1563,0,0,0,10,0,0
2178,178.53,PAYMENT,1148,1,0,0,0,0,0
2179,1122.83,CASH_OUT,185,3,0,0,6,0,0
2180,149.43,PAYMENT,1745,3,1,0,1,0,0
2181,122.73,CASH_OUT,2174,3,0,0,2,0,0
2182,103.81,PAYMENT,966,4,0,0,22,0,0
2183,123.92,CASH_OUT,1422,2,0,0,0,0,0
2184,585.72,TRANSFER,818,4,0,0,13,0,0
2185,16.25,TRANSFER,2315,6,0,0,19,1,0
2186,687.76,CASH_OUT,2090,4,0,0,15,0,0
2187,35.73,PAYMENT,1354,2,0,1,19,1,1
2188,113.68,PAYMENT,887,1,0,0,15,0,0
2189,96.62,CASH_OUT,211,1,0,0,8,0,0
2190,267.35,CASH_IN,1968,3,0,0,5,0,0
2191,30.02,PAYMENT,1208,4,0,0,15,0,0
2192,235.61,PAYMENT,792,4,0,0,11,0,0
2193,1123.62,TRANSFER,1444,2,0,0,5,2,1
2194,37.97,CASH_OUT,2870,3,0,0,19,0,0
2195,179.42,TRANSFER,2254,3,1,0,15,0,1
2196,76.56,CASH_IN,2949,2,0,0,19,0,0
2197,227.21,TRANSFER,612,2,0,0,17,0,0
2198,151.28,PAYMENT,2964,3,0,0,9,0,0
2199,78.14,PAYMENT,1973,8,0,1,11,1,0
2200,241.74,TRANSFER,910,7,0,0,14,0,1
2201,901.76,CASH_OUT,2146,3,0,0,2,0,0
2202,122.62,PAYMENT,337,3,0,0,11,0,0
2203,304.83,DEBIT,1729,4,0,0,9,1,1
2204,40.72,PAYMENT,2768,3,0,0,12,0,0
2205,57.03,TRANSFER,2130,3,0,0,15,0,1
2206,238.03,PAYMENT,2293,2,1,0,18,0,0
2207,654.66,CASH_IN,743,2,0,0,20,0,0
2208,211.79,CASH_OUT,2115,5,0,0,19,0,0
2209,108.52,PAYMENT,1481,3,0,0,14,0,0
2210,148.31,DEBIT,1427,0,0,0,8,0,1
2211,42.5,PAYMENT,2108,3,0,0,10,0,0
2212,271.65,CASH_OUT,2470,3,0,0,7,0,1
2213,358.65,CASH_IN,829,1,1,0,2,0,0
2214,94.43,CASH_OUT,454,4,0,0,17,1,0
2215,92.75,DEBIT,1058,3,0,0,6,0,0
2216,193.62,CASH_IN,720,5,0,1,0,0,0
2217,95.9,DEBIT,2857,3,0,0,4,0,0
2218,138.92,PAYMENT,229,4,0,0,6,0,0
2219,1211.63,PAYMENT,1326,4,0,0,17,0,0
2220,115.93,CASH_OUT,805,3,0,0,17,1,0
2221,103.72,CASH_OUT,255,1,0,0,15,0,1
2222,77.67,TRANSFER,500,5,0,0,23,0,0
2223,312.37,PAYMENT,2095,2,0,0,11,0,0
2224,123.81,CASH_IN,1808,1,0,0,15,0,0
2225,77.53,DEBIT,658,1,0,1,11,1,0
2226,556.3,TRANSFER,2087,1,0,1,16,1,1
2227,613.76,PAYMENT,70,8,0,0,13,0,0
2228,81.42,PAYMENT,2697,4,0,0,1,0,0
2229,22.95,PAYMENT,2121,2,0,0,6,0,0
2230,406.47,CASH_OUT,2274,5,0,0,3,0,0
2231,74.84,DEBIT,328,4,0,1,10,1,0
2232,327.22,PAYMENT,238,4,0,0,4,1,0
2233,20.7,TRANSFER,1996,2,0,0,1,0,0
2234,362.35,CASH_OUT,488,2,0,0,16,0,0
2235,44.2,PAYMENT,908,0,0,0,2,1,1
2236,308.2,TRANSFER,1741,0,0,0,2,1,1
2237,150.55,CASH_OUT,1840,4,1,0,18,0,1
2238,57.17,CASH_IN,818,9,0,0,4,0,0
2239,98.79,TRANSFER,2592,4,0,0,6,0,0
2240,294.81,CASH_OUT,412,6,0,0,14,1,0
2241,164.99,PAYMENT,1480,2,0,0,21,0,0
2242,266.24,PAYMENT,1307,2,0,0,11,0,0
2243,1071.1,PAYMENT,2625,2,0,0,12,1,0
2244,31.05,PAYMENT,536,3,0,0,13,0,0
2245,747.86,PAYMENT,359,5,0,0,2,1,0
2246,164.74,PAYMENT,2565,3,0,0,10,0,0
2247,60.41,CASH_OUT,843,2,0,1,12,0,1
2248,39.24,CASH_OUT,2559,3,0,0,19,1,1
2249,122.84,PAYMENT,2549,0,1,0,18,0,1
2250,373.03,PAYMENT,1972,2,1,0,13,0,0
2251,130.64,TRANSFER,1049,3,0,0,3,0,1
2252,672.6,PAYMENT,1475,5,0,0,13,0,0
2253,34.77,TRANSFER,1052,1,0,0,8,1,0
2254,146.63,CASH_OUT,1215,1,0,0,17,0,0
2255,42.42,PAYMENT,463,5,0,0,1,0,0
2256,213.5,PAYMENT,1612,2,0,0,9,0,0
2257,360.28,PAYMENT,1857,1,0,0,8,0,0
2258,97.44,PAYMENT,45,1,0,0,19,0,0
2259,10.98,DEBIT,649,1,0,0,12,1,0
2260,181.08,PAYMENT,718,4,0,0,0,0,0
2261,229.69,TRANSFER,2142,3,0,0,20,1,0
2262,222.36,CASH_OUT,604,6,0,0,7,1,0
2263,510.7,PAYMENT,849,7,1,0,15,0,0
2264,50.85,PAYMENT,2150,3,0,0,23,0,0
2265,293.01,CASH_IN,2281,3,0,0,20,0,0
2266,489.07,CASH_IN,2331,2,0,0,16,0,0
2267,25.06,PAYMENT,2690,2,0,1,21,0,0
2268,204.31,PAYMENT,1582,2,0,0,2,1,0
2269,89.64,CASH_OUT,2272,3,0,0,4,0,0
2270,136.79,PAYMENT,2328,4,0,0,13,0,0
2271,210.12,PAYMENT,2627,4,0,0,3,0,0
2272,91.17,PAYMENT,1596,2,0,0,3,0,0
2273,75.51,PAYMENT,984,0,0,0,18,0,0
2274,153.57,PAYMENT,2387,3,1,0,0,1,0
2275,50.04,TRANSFER,1234,4,1,1,18,0,0
2276,50.11,CASH_OUT,1847,4,0,0,4,1,0
2277,292.77,TRANSFER,682,1,0,0,23,0,0
2278,47.05,PAYMENT,2518,5,0,0,20,0,0
2279,288.97,TRANSFER,304,6,0,0,22,0,0
2280,235.71,CASH_OUT,1277,3,0,1,9,0,0
2281,26.42,PAYMENT,1420,1,0,1,0,0,1
2282,75.37,PAYMENT,568,6,0,0,17,0,0
2283,489.85,PAYMENT,1303,3,0,0,9,1,0
2284,55.64,PAYMENT,2820,1,0,0,9,0,0
2285,93.28,DEBIT,42,3,0,0,13,0,0
2286,235.58,TRANSFER,639,3,0,0,10,0,0
2287,324.86,PAYMENT,2269,3,0,0,18,1,1
2288,115.41,CASH_OUT,727,2,0,1,17,0,0
2289,81.65,PAYMENT,2096,5,1,1,12,0,0
2290,615.46,PAYMENT,2416,5,0,0,19,0,0
2291,844.63,PAYMENT,2848,4,0,1,9,0,0
2292,394.99,CASH_OUT,608,2,0,1,7,0,0
2293,161.63,PAYMENT,2103,2,0,0,1,0,0
2294,66.14,PAYMENT,1803,3,1,0,10,0,0
2295,64.69,PAYMENT,1080,4,0,0,10,0,1
2296,250.26,PAYMENT,2182,3,0,0,0,0,0
2297,225.52,CASH_OUT,2861,2,0,0,12,0,1
2298,602.81,CASH_IN,2380,3,0,0,16,0,0
2299,284.42,CASH_OUT,1065,3,0,0,17,0,0
2300,33.01,CASH_OUT,1721,3,0,0,22,1,0
2301,424.94,DEBIT,2719,2,0,0,11,0,0
2302,54.7,PAYMENT,203,2,0,0,17,0,0
2303,101.09,PAYMENT,1454,2,0,1,11,0,0
2304,190.6,TRANSFER,478,2,0,0,12,0,0
2305,1091.89,PAYMENT,2131,3,0,0,20,0,0
2306,3327.31,TRANSFER,1480,6,0,0,18,0,1
2307,272.25,PAYMENT,107,3,0,0,12,0,0
2308,123.57,PAYMENT,1769,3,0,0,2,0,0
2309,253.28,TRANSFER,2516,5,0,0,11,0,0
2310,360.56,DEBIT,811,5,0,0,2,0,0
2311,107.7,PAYMENT,201,3,0,1,13,0,0
2312,893.56,PAYMENT,2627,5,0,1,15,0,0
2313,186.81,CASH_OUT,2438,6,0,0,21,1,0
2314,244.14,PAYMENT,2313,1,1,0,6,0,0
2315,288.85,PAYMENT,462,1,0,0,10,0,0
2316,226.24,PAYMENT,1069,2,0,0,18,0,0
2317,343.42,CASH_OUT,2815,3,1,0,7,0,0
2318,80.06,CASH_IN,879,2,0,0,14,2,0
2319,84.92,TRANSFER,1549,6,0,0,13,0,0
2320,49.39,PAYMENT,1639,5,1,0,20,0,0
2321,230.33,PAYMENT,1264,3,1,0,13,0,0
2322,323.42,PAYMENT,1889,1,0,0,7,0,0
2323,234.57,DEBIT,1380,1,0,0,22,0,0
2324,791.95,CASH_OUT,2704,3,0,0,20,0,0
2325,147.58,PAYMENT,2324,4,0,1,22,0,0
2326,289.67,CASH_OUT,578,1,0,0,21,0,0
2327,49.81,TRANSFER,994,2,0,0,10,0,0
2328,100.78,DEBIT,196,8,0,0,7,0,0
2329,297.54,CASH_IN,2430,0,1,0,10,0,0
2330,346.92,PAYMENT,2780,5,1,0,4,1,1
2331,110.61,CASH_OUT,1677,2,0,1,14,0,1
2332,138.16,TRANSFER,1622,2,0,0,16,1,0
2333,32.53,PAYMENT,382,4,0,0,13,0,0
2334,103.85,CASH_OUT,2651,3,0,0,14,1,0
2335,361.54,TRANSFER,1554,3,0,0,8,0,0
2336,263.8,PAYMENT,1092,1,0,0,13,0,0
2337,244.85,CASH_OUT,2400,6,0,0,9,1,1
2338,155.99,CASH_OUT,1551,6,0,0,14,1,1
2339,149.47,PAYMENT,2106,4,0,1,15,0,0
2340,76.68,PAYMENT,768,6,0,0,11,1,0
2341,298.52,TRANSFER,572,2,1,0,8,0,0
2342,226.1,PAYMENT,1369,2,0,0,15,0,0
2343,242.75,CASH_IN,1604,1,0,0,21,0,0
2344,87.7,PAYMENT,597,3,0,0,5,1,0
2345,17.23,PAYMENT,2946,0,0,0,10,0,0
2346,444.59,PAYMENT,2775,0,0,0,7,0,0
2347,91.94,TRANSFER,1970,5,0,0,14,0,0
2348,62.63,CASH_OUT,2276,4,1,0,14,0,1
2349,296.92,TRANSFER,712,3,1,0,14,0,1
2350,100.28,PAYMENT,1790,1,0,0,9,0,0
2351,428.35,CASH_IN,2259,3,1,0,1,1,0
2352,275.06,PAYMENT,2207,5,0,1,6,2,0
2353,294.0,PAYMENT,1707,0,0,0,22,1,0
2354,37.87,PAYMENT,2208,6,0,0,14,0,0
2355,498.67,PAYMENT,2731,2,1,0,0,0,0
2356,192.72,PAYMENT,1058,3,0,0,11,0,0
2357,102.59,PAYMENT,2926,8,0,0,21,1,0
2358,171.3,PAYMENT,2244,4,0,0,17,0,0
2359,25.12,CASH_IN,414,5,0,0,5,1,0
2360,223.33,PAYMENT,1608,4,1,0,3,0,0
2361,53.02,CASH_OUT,771,4,0,0,8,0,0
2362,38.37,CASH_OUT,1805,2,0,0,23,0,0
2363,32.38,PAYMENT,2264,4,0,0,22,0,0
2364,451.55,TRANSFER,1643,2,1,0,13,0,1
2365,79.1,TRANSFER,587,2,0,0,14,0,0
2366,687.96,PAYMENT,1572,3,0,0,16,0,0
2367,86.85,DEBIT,1735,2,1,0,23,0,1
2368,26.91,TRANSFER,144,2,0,0,13,0,0
2369,48.59,CASH_IN,1996,1,0,0,0,0,0
2370,510.71,CASH_IN,1397,3,0,1,1,0,0
2371,126.99,PAYMENT,887,5,0,0,6,0,0
2372,85.77,PAYMENT,268,4,0,0,23,1,0
2373,174.17,PAYMENT,1840,3,1,0,16,0,0
2374,245.13,CASH_IN,2386,5,0,0,6,2,0
2375,453.68,CASH_IN,1911,1,0,0,5,1,0
2376,631.75,TRANSFER,2093,2,1,0,3,0,0
2377,103.57,PAYMENT,91,6,0,0,9,0,0
2378,39.41,PAYMENT,735,2,0,0,8,0,0
2379,98.15,CASH_IN,321,0,0,0,20,0,0
2380,192.54,DEBIT,776,7,0,0,10,2,0
2381,56.61,PAYMENT,2869,2,1,0,6,0,0
2382,56.99,PAYMENT,270,3,0,0,21,0,0
2383,209.3,PAYMENT,1378,3,0,0,8,1,0
2384,141.37,PAYMENT,954,5,0,1,16,1,1
2385,153.36,CASH_IN,1182,4,0,0,0,0,0
2386,69.51,TRANSFER,982,1,0,0,7,0,0
2387,117.87,CASH_OUT,1702,3,0,0,17,0,0
2388,58.9,TRANSFER,1517,1,0,0,18,1,0
2389,361.48,PAYMENT,2604,2,0,0,3,0,0
2390,417.9,PAYMENT,1895,3,0,0,16,0,0
2391,23.43,CASH_OUT,771,1,0,0,15,0,0
2392,58.59,CASH_OUT,205,3,1,0,15,0,1
2393,33.23,PAYMENT,2881,3,0,0,13,0,0
2394,77.48,PAYMENT,2835,3,0,0,0,0,0
2395,136.53,PAYMENT,1106,3,0,0,7,1,0
2396,34.83,PAYMENT,364,5,0,0,5,0,0
2397,59.04,CASH_OUT,928,5,0,0,9,0,0
2398,54.38,TRANSFER,688,2,0,0,13,0,0
2399,182.59,TRANSFER,1606,2,0,0,21,0,1
2400,159.07,CASH_IN,2370,5,0,0,14,0,0
2401,72.12,TRANSFER,472,4,0,0,3,0,0
2402,177.12,PAYMENT,1760,6,0,0,8,0,0
2403,85.91,PAYMENT,1189,3,0,1,10,0,0
2404,113.11,CASH_IN,2677,1,0,0,17,0,0
2405,791.12,TRANSFER,795,2,1,0,0,0,0
2406,567.06,PAYMENT,1754,1,0,0,18,0,0
2407,40.46,CASH_OUT,832,3,1,1,15,0,1
2408,340.27,TRANSFER,941,4,0,0,15,0,0
2409,334.09,CASH_IN,100,6,0,0,6,0,0
2410,47.07,DEBIT,1798,1,1,0,2,0,1
2411,336.56,CASH_OUT,985,6,0,0,15,0,0
2412,690.86,CASH_OUT,2857,6,0,0,11,0,0
2413,48.3,PAYMENT,2955,2,0,0,3,1,1
2414,59.29,TRANSFER,365,5,0,0,9,0,0
2415,410.62,CASH_OUT,2704,4,0,0,18,0,1
2416,194.71,TRANSFER,1889,5,0,0,2,0,0
2417,257.62,TRANSFER,448,2,0,0,6,0,0
2418,208.64,CASH_IN,1354,4,1,0,2,0,0
2419,219.36,PAYMENT,266,6,0,1,8,0,0
2420,39.39,PAYMENT,1882,4,0,0,19,1,0
2421,422.98,CASH_OUT,2045,3,0,1,0,0,0
2422,477.99,CASH_IN,535,0,0,1,4,0,0
2423,117.99,CASH_IN,1010,0,0,0,0,0,1
2424,142.1,CASH_OUT,428,2,0,0,14,1,0
2425,32.1,CASH_IN,2688,1,0,0,4,1,0
2426,248.2,CASH_OUT,31,3,0,0,21,0,0
2427,262.97,PAYMENT,45,7,0,0,23,0,0
2428,139.46,CASH_OUT,308,0,0,0,14,0,0
2429,456.85,PAYMENT,1404,6,0,0,0,0,0
2430,106.26,PAYMENT,2447,5,0,0,13,1,0
2431,261.02,PAYMENT,1606,1,0,0,17,0,0
2432,53.54,PAYMENT,992,3,0,0,1,0,0
2433,144.96,PAYMENT,2964,3,0,1,16,0,0
2434,124.67,PAYMENT,407,3,0,0,4,0,0
2435,185.92,PAYMENT,1108,1,0,0,6,0,0
2436,102.56,PAYMENT,2285,6,0,0,15,0,0
2437,130.13,TRANSFER,2209,2,0,0,4,2,1
2438,339.02,CASH_OUT,1419,6,0,1,13,1,1
2439,95.89,CASH_IN,1409,2,0,0,18,1,0
2440,29.77,CASH_IN,1849,3,0,0,9,1,0
2441,853.7,TRANSFER,2255,1,0,0,14,0,1
2442,590.79,CASH_OUT,783,2,0,0,4,0,0
2443,40.76,PAYMENT,1337,5,0,0,18,0,0
2444,295.81,PAYMENT,1688,3,0,0,22,0,0
2445,89.75,CASH_OUT,466,3,1,0,1,0,0
2446,193.15,CASH_OUT,1847,4,0,0,15,2,1
2447,199.18,CASH_IN,708,2,1,0,19,0,0
2448,117.4,CASH_OUT,554,0,0,0,7,0,0
2449,67.78,PAYMENT,2148,3,1,0,18,0,0
2450,74.4,CASH_IN,83,4,0,0,12,0,0
2451,59.37,CASH_OUT,2090,7,0,0,2,0,1
2452,64.6,CASH_IN,1429,4,0,0,10,0,0
2453,138.77,CASH_OUT,1313,3,0,0,6,0,0
2454,72.55,PAYMENT,109,0,0,0,1,1,0
2455,293.55,PAYMENT,2553,4,0,0,13,0,0
2456,656.71,PAYMENT,1898,1,0,0,15,0,1
2457,83.09,PAYMENT,1543,8,0,0,23,0,0
2458,188.56,PAYMENT,2791,2,0,0,10,0,0
2459,244.61,TRANSFER,315,3,0,0,20,0,0
2460,237.94,DEBIT,1606,6,0,0,6,0,0
2461,160.13,CASH_IN,973,4,0,0,11,0,0
2462,311.9,CASH_OUT,257,1,0,0,13,0,0
2463,240.39,PAYMENT,2006,3,0,0,19,0,0
2464,43.05,PAYMENT,2248,0,0,0,1,1,1
2465,353.95,CASH_OUT,1550,1,0,0,15,0,0
2466,360.43,PAYMENT,2014,7,0,0,23,1,1
2467,69.18,CASH_IN,553,2,1,0,14,0,0
2468,154.15,DEBIT,1780,1,1,0,4,0,1
2469,293.93,PAYMENT,2375,1,1,0,20,0,0
2470,120.38,CASH_OUT,2534,2,0,0,3,0,1
2471,433.97,PAYMENT,1490,1,0,0,17,0,0
2472,1577.94,CASH_OUT,507,3,0,0,14,1,1
2473,67.63,PAYMENT,1238,2,0,0,9,1,0
2474,37.3,PAYMENT,2349,4,0,0,17,0,0
2475,201.1,CASH_OUT,2538,1,0,0,6,0,0
2476,305.38,CASH_OUT,1152,1,1,0,23,0,0
2477,117.82,CASH_OUT,2511,3,0,0,18,1,0
2478,634.77,TRANSFER,1697,4,0,0,22,0,0
2479,38.92,CASH_OUT,2704,4,0,0,15,0,0
2480,296.76,CASH_OUT,1526,2,0,0,3,0,1
2481,80.97,DEBIT,1322,1,0,0,22,0,0
2482,828.3,CASH_IN,2873,3,0,1,8,0,0
2483,1088.46,CASH_OUT,650,2,1,0,15,0,0
2484,68.95,CASH_OUT,2473,2,0,0,18,0,0
2485,85.66,TRANSFER,1461,1,0,0,20,0,0
2486,350.58,PAYMENT,2937,6,0,0,4,0,0
